username,followersCount,location_x,id,id_str,rawcontent,replyCount,retweetCount,likeCount,quoteCount,hashtags,created,date_created,time_created,location_clean,cleaned_content,sentiment,location_y,latitude,longitude
croHGnos,425,"Aquilonia, Cimmeria",1580258235218395138,1580258235218395138,"@ELCROCANTE1175 Por eso Trump se opuso firmemente a que Huawei implemente esta red en EEUU. Con esto pueden enterarse de TODO lo que uno hace y deshace por internet, siempre y cuando sea vía datos de red celular.",0,0,0,0,[],10/20/2021 14:36,10/20/2021,14:36:42,"Aquilonia, Cimmeria",,neutral,,,
SeanHig47361739,149,,1583745901561905153,1583745901561905153,@RealCynicalFox Well it’s wrong but there is a difference. We were best buddies with China and I heard everyone saying Trump was wrong for taking them on. Heard that he should not cancel Huawei. This deal that China is an enemy could not be found in The NY Times until very recently.,0,0,0,0,[],10/22/2021 12:24,10/22/2021,12:24:28,Unknown,RealCynicalFox difference buddies China Trump wrong Heard cancel Huawei deal China enemy NY Times,neutral,Unknown,22.8503716,80.6884128
KariRudolf,35,"Helsinki, Suomi",1571740399072382976,1571740399072382976,"@ShrujanShyama @e_l_g_c_a @McFaul Exactly. That's why West doesn't want to go there. If China would openly support Putin instead of condemning, Western democracies might not have any other choice but to do something. Trump sanctioned Chinese tech companies, for example Huawei's mobile phone success was crippled.",1,0,0,0,[],10/30/2021 10:51,10/30/2021,10:51:47,"Helsinki, Suomi",ShrujanShyama elgca McFaul Exactly West China Putin democracies Trump Chinese tech companies Huaweis phone success,neutral,"Helsinki, Suomi",60.1674881,24.9427473
MisakiAnimated,14,YouTube,1587062456257593346,1587062456257593346,"@gsmarena_com To think less than 4 years ago Mediatek was seen as the worst possible SoC to find in any phone

But look now... Trump's ban on Huawei using Qualcomm chipsets was a wakeup call to every tech giant. Self sufficiency.

I wonder if it had a part to play for Mediatek",0,0,1,0,[],10/31/2021 11:04,10/31/2021,11:04:41,YouTube,gsmarenacom years ago Mediatek SoC phone look Trumps ban Huawei Qualcomm chipsets wakeup tech giant Self sufficiency Mediatek,negative,YouTube,37.6291599,-122.4255178
joemill37087868,1415,"Tampa, FL",1584611081292763136,1584611081292763136,"Huawei
Liberal tears. Trump’s name not mentioned once…",0,0,0,0,[],10/31/2021 2:21,10/31/2021,2:21:11,"Tampa, FL",,neutral,"Tampa, FL",27.9477595,-82.458444
MisakiAnimated,14,YouTube,1582812042901479425,1582812042901479425,"@RnaudBertrand I can't believe what I'm reading... If China was a weak middle eastern state they would have invaded long ago.

I'm not a fan of this control freak America. Too bad, China can't be stopped, the moment they banned Huawei it started it's road to independence. Google warned Trump. https://t.co/ptKlU0U4Wd",0,2,4,0,[],10/31/2021 11:04,10/31/2021,11:04:41,YouTube,RnaudBertrand China state fan control freak America China moment Huawei road independence Google Trump httpstcoptKlUUWd,negative,YouTube,37.6291599,-122.4255178
tsmidnightts,416,🤍,1573751440279064584,1573751440279064584,"@astro_pontes o 5g viria de qualquer jeito, e ainda atrasou porque o bundao do teu presidente não queria comprar tecnologia da huawei pra não irritar o trump. ficou 4 anos aí com os apoiadores falando que a terra era plana, não disse um 'a'. e a vacina, até ontem não acreditavam",0,0,0,0,[],11/4/2021 22:49,11/4/2021,22:49:38,,,neutral,,34.220389,70.3800314
BoykinCassity,103,,1580544532348751872,1580544532348751872,@newsmax Trump warned us about Huawei years ago . Of course they didn’t listen .,0,0,3,0,[],11/12/2021 13:29,11/12/2021,13:29:02,Unknown,newsmax Trump Huawei years ago course,neutral,Unknown,22.8503716,80.6884128
EngageNow2022,791,Parts Unknown,1596331608227082241,1596331608227082241,"Interesting.. Biden had issue when Trump was looking to ban them. It’s seems Bidenisum understands the keep to a safe &amp; prosperous USA are Trump policies. MAGA For a proper America! —- U.S. bans Huawei, 4 other Chinese companies 
https://t.co/CryjWx5CMi",0,0,0,0,[],11/13/2021 5:20,11/13/2021,5:20:01,Parts Unknown,Biden issue Trump ban Bidenisum USA Trump policies MAGA America Huawei Chinese companies,positive,Parts Unknown,36.0666821,-79.8030647
M1VUYO,2888,,1585874966704185344,1585874966704185344,Donald Trump will pay for killing Huawei. Look at the shambles that are the market rn. 😔,0,0,0,0,[],11/13/2021 4:15,11/13/2021,4:15:46,Unknown,Donald Trump pay Huawei Look shambles market,neutral,Unknown,22.8503716,80.6884128
justLinkaboutit,125,,1581344554275328001,1581344554275328001,@atplantis @ZAXmainframe @GraduatedBen It’s a problem across the board. Biden to McConnell and pelosi to Romney and even Trump wasn’t completely innocent but at least he tried to close the border and keep huawei out.,1,0,0,0,[],11/14/2021 15:58,11/14/2021,15:58:54,Unknown,ZAXmainframe GraduatedBen problem board Biden McConnell pelosi Romney Trump border huawei,neutral,Unknown,22.8503716,80.6884128
_Juno_1116,3955,USA,1587786721596301314,1587786721596301314,"@DonnieDarkened It was back in 2018 when Trump cut off Huawei from supplying 5G, I noticed that Trump and Musk teamed up. Huawei’s CFO was arrested for financial fraud on 12/1/2018.",2,0,1,0,[],11/16/2021 20:19,11/16/2021,20:19:38,USA,,neutral,USA,39.7837304,-100.445882
EuropaMagnifica,4426,"Nuremberg, Allemagne",1580634397916639232,1580634397916639232,"- La ""règle de produit direct étranger"" a été utilisée pour la première fois par l'administration de Donald Trump contre le groupe technologique chinois Huawei et interdit à toute entreprise américaine ou non américaine de fournir des entités chinoises. - C’est ça le plus dingue.",1,1,1,0,[],11/17/2021 10:37,11/17/2021,10:37:23,"Nuremberg, Allemagne",,neutral,"Nuremberg, Allemagne",49.453872,11.077298
Francis46306301,107,Venezuela,1579892223684251649,1579892223684251649,@AFPespanol Y que hizo Trump con tik todo y que dicen de Huawei,0,0,0,0,[],11/19/2021 14:21,11/19/2021,14:21:09,Venezuela,,neutral,Venezuela,8.0018709,-66.1109318
ur_king09835997,41,"From now on, in your face.",1584634024387313664,1584634024387313664,"Too bad Huawei isn't publicly traded.  It would've been a good stock to short. Still, it's bound to lose a lot of business world-wide, except maybe in #china &amp; other #russia-friendly countries. #trump will likely try to take credit/insist it wouldn't happen if he were president.",0,0,0,0,"['china', 'russia', 'trump']",11/20/2021 18:36,11/20/2021,18:36:52,"From now on, in your face.",Huawei stock lot business china amp countries creditinsist president,neutral,,,
kursatcin,3513,"Antalya, Türkiye",1584649628313874432,1584649628313874432,"FBI, Trump'ın ÇHC'deki evinden çok gizli belgeleri ele geçirdi. 22 Ekim ÇKP'nin konferansı vardı.

23 Ekim Xi, üçüncü dönem için iktidarda kaldı.

Bugün DOJ, iki Çinli casusu ABD Huawei soruşturmasını engellemeye çalışmakla suçladı.

Bir tesadüf değil.",0,0,1,0,[],11/22/2021 16:37,11/22/2021,16:37:57,"Antalya, Trkiye",,neutral,,,
MarketsRadio,200,,1584671369035272192,1584671369035272192,Two Chinese spies charged with allegedly obstructing US investigation into Huawei #Huawei #ChineseSpies #Spies #China #Trump https://t.co/ps8hk9LMPq,0,0,0,0,"['Huawei', 'ChineseSpies', 'Spies', 'China', 'Trump']",11/27/2021 5:39,11/27/2021,5:39:34,Unknown,,neutral,Unknown,22.8503716,80.6884128
MarketsRadio,200,,1584671280137371648,1584671280137371648,Two Chinese spies charged with allegedly obstructing US investigation into Huawei #Huawei #ChineseSpies #Spies #China #Trump https://t.co/ps8hka3W3y,0,0,0,0,"['Huawei', 'ChineseSpies', 'Spies', 'China', 'Trump']",11/27/2021 5:39,11/27/2021,5:39:34,Unknown,,neutral,Unknown,22.8503716,80.6884128
AytchAnd,173,,1567816143968010242,1567816143968010242,"@suelinwong @TheEconomist He can’t even stop Trump from imposing punitive tariffs and tried to get that Huawei executive arrested. Lol And under his reign global perceptions of China are at an all-time low. But sure.

https://t.co/LWbPIxNc8w",0,0,0,0,[],11/30/2021 23:51,11/30/2021,23:51:14,Unknown,TheEconomist Trump tariffs Huawei executive Lol reign perceptions China alltime httpstcoLWbPIxNcw,positive,Unknown,22.8503716,80.6884128
AytchAnd,173,,1566736048423686144,1566736048423686144,@SariArhoHavren China barely hit back at the US when Trump imposed punitive tariffs and requested extradition of the Huawei executive. Instead the coward Xi Jinping attacked Canada because he knows he can’t afford to go head to head with the US.,0,0,0,0,[],11/30/2021 23:51,11/30/2021,23:51:14,Unknown,SariArhoHavren China Trump tariffs extradition Huawei executive Xi Jinping Canada head,neutral,Unknown,22.8503716,80.6884128
YoussefTarchou1,36,,1571085444523167745,1571085444523167745,"Three years after Trump, Huawei still believes in its smartphones https://t.co/0937oGkvyU",0,0,0,0,[],12/1/2021 17:38,12/1/2021,17:38:57,Unknown,years Trump Huawei smartphones,neutral,Unknown,22.8503716,80.6884128
YoussefTarchou1,36,,1571081494692511744,1571081494692511744,"Three years after Trump, Huawei still believes in its smartphones https://t.co/5sX4Cz1E5F",0,0,0,0,[],12/1/2021 17:38,12/1/2021,17:38:57,Unknown,years Trump Huawei smartphones,neutral,Unknown,22.8503716,80.6884128
JordanMcloud8,11,"Poway, CA",1597320544344416257,1597320544344416257,"@AmyLynnStL Ever hear of HUAWEI? It’s the company that used to make the android (which u have) until trump banned them. (Thanks pres). The company u support has been accused with some pretty heinous things.  

Excuse my while I devour this delicious chicken sandwich.   ❄️❄️❄️❄️❄️❄️🤡🤡🤡❄️❄️",0,0,0,0,[],12/4/2021 20:25,12/4/2021,20:25:37,"Poway, CA",AmyLynnStL HUAWEI company trump Thanks company u support things Excuse devour delicious chicken sandwich,positive,"Poway, CA",32.9628234,-117.035864
COUGHLINS_LAW,27,,1597313136830259201,1597313136830259201,@WallStreetSilv @tim_cook @Apple @elonmusk Trump helped Apple(and Google) out by kneecapping Huawei. I'm guessing this is payback.,0,0,0,0,[],12/4/2021 17:30,12/4/2021,17:30:01,Unknown,timcook Apple elonmusk Trump Appleand Google kneecapping Huawei payback,neutral,Unknown,22.8503716,80.6884128
COUGHLINS_LAW,27,,1593976242147135488,1593976242147135488,@ggreenwald Sad considering Trump helped #Apple by kneecapping #Huawei,0,0,0,0,"['Apple', 'Huawei']",12/4/2021 17:30,12/4/2021,17:30:01,Unknown,,negative,Unknown,22.8503716,80.6884128
Bassam05941639,12,,1581727666385739777,1581727666385739777,"@mysticalcolt @Sweet_Daddy_Z @DefenceU @CinC_AFU The only country that is collapsing is the US :
China was dependent of the US because she had the Chips supremacy.
But since Trump stopped the export of the chips to China , China was forced to make her own chips.
Huawei was even able to make a chip of same Quality as Intel's i5",0,0,0,0,[],12/6/2021 11:39,12/6/2021,11:39:53,Unknown,mysticalcolt SweetDaddyZ DefenceU CinCAFU country China Chips supremacy Trump export chips China China chips Huawei chip Quality Intels,positive,Unknown,22.8503716,80.6884128
mitismee,56,,1574628197064638464,1574628197064638464,"@TheGalox_ Still miss the good old days of Huawei when it's still in Canadian carrier store, 2018 2019 was literally Huawei everywhere till Trump slapped it.",1,0,16,0,[],12/6/2021 0:55,12/6/2021,0:55:39,Unknown,TheGalox days Huawei Canadian carrier store Huawei Trump,positive,Unknown,22.8503716,80.6884128
Julgran12,24,,1584636172651069440,1584636172651069440,"Are you kidding?!?

How do you think Huawei FIRST became a threat?

By insanely ruthless American tech people motivated not even by money, but truly deranged testosterone-poisoned male egos

These are the real Traitors!

Not Trump: who simply has a different vision of America",1,0,0,0,[],12/9/2021 13:04,12/9/2021,13:04:34,Unknown,Huawei threat American tech people money male Traitors Trump vision America,neutral,Unknown,22.8503716,80.6884128
deanna_hodson,1967,PNW,1584628323753562114,1584628323753562114,"@DOJPH 

President Trump warned everyone about both Huawei and Tik Tok years ago.

They should both be outlawed in this country!",0,0,0,0,[],12/9/2021 5:13,12/9/2021,5:13:13,PNW,DOJPH President Trump Huawei Tik Tok years ago country,neutral,PNW,37.0412584,50.0068157
GreenPhat,394,"Charlotte, NC",1566263802143789056,1566263802143789056,"@young_bruce @OccupyDemocrats Trump didn’t start any wars.  First one since Eisenhower. 

Stopped huawei from placing hardware near our ICBM fields. 

Idk Obama signed a free trade deal nobody was allowed to see until after it was signed.

Obama is the same as the rest of them, serves the same people.",2,0,0,0,[],12/10/2021 23:20,12/10/2021,23:20:10,"Charlotte, NC",youngbruce OccupyDemocrats Trump wars Eisenhower Stopped huawei hardware ICBM fields Idk Obama trade deal Obama rest people,positive,"Charlotte, NC",35.2272086,-80.8430827
GreenPhat,394,"Charlotte, NC",1566099793780174848,1566099793780174848,"@CMCRET @thomas_garrard Got a real good clue Cheif.  Your a washed up SNCO crying on twitter about trump supporters.

Real SNCOs offer wisdom, clarity and understanding.  You are a whining old retiree. 

I don’t take a side. Not a huge trump fan but I’m glad he stopped huawei.  Biden is worse.",11,0,0,1,[],12/10/2021 23:20,12/10/2021,23:20:10,"Charlotte, NC",CMCRET thomasgarrard clue Cheif SNCO twitter trump supporters SNCOs wisdom clarity retiree trump fan huawei Biden,positive,"Charlotte, NC",35.2272086,-80.8430827
SAMIAM677946661,16,Earth,1586065070240382976,1586065070240382976,"@RepTroyNehls Because he was trying to stop it at the border, he had Kelly Ann Conway working on drugs. Side note, called out Tic-Tok and Huawei connected to the CCP. Trump could divide a room, but his instinct kept us safe and prosperous. Despite the gaslighting from his opposition.",0,0,0,0,[],12/11/2021 14:31,12/11/2021,14:31:05,Earth,RepTroyNehls border Kelly Ann Conway drugs note TicTok Huawei CCP Trump room instinct opposition,positive,Earth,34.2331373,-102.4107493
TimeVoyageur,2116,,1597498853879877633,1597498853879877633,"@pot_au_lait @figuinha_j @idrissaberkane Ca fait un moment que c'est sorti. Suite aux sanctions de Trump contre Huawei... P40, P50, etc
System Harmony.
Pas d'android. Pas de Google... Etc... Après, tu y a accès si vraiment tu veux...",0,0,1,0,[],12/12/2021 16:30,12/12/2021,16:30:39,Unknown,,neutral,Unknown,22.8503716,80.6884128
matabunka,23,,1567388868038508544,1567388868038508544,@Bravo0815Wiskey @Linksrutscher @Fraeulein_Lizzy @Tim_Roehn Nicht?da ist jemand sehr gut informiert 🤣🤣.Welches Produkt hat Trump von Huawei sanktioniert?kommen nicht 2/3 der Microchips aus Taiwan?ist Samsung(süd Korea)nicht der grösste Microchips Hersteller der Welt?Westen?immer wieder diese westliche Überheblichkeit🤦🏼‍♂️,2,0,0,0,[],12/14/2021 21:39,12/14/2021,21:39:17,Unknown,,neutral,Unknown,22.8503716,80.6884128
MiguelLuyo7,189,,1587495511950491648,1587495511950491648,"@RaulMoncada05 @DLiqiye @MyrnaZ5 @olazabal_magali @PorfirioVillar7 @IdearioL @William05099099 @sabercomo No solamente Huawei. Tik Tok también opera como empresa de espionaje, cuando Donald Trump era Presidente no dejo que Huawei y Tik Tok opere en USA si es que no pasaban por el filtro de Google , porque ya se sabía de sus operaciones de espionaje , al final los Chinos aceptaron .",0,0,2,0,[],12/18/2021 16:19,12/18/2021,16:19:54,Unknown,,neutral,Unknown,22.8503716,80.6884128
ale_cos_tru,616,Iss 🛰🤪,1580630471444029441,1580630471444029441,"🐑 La vérité prend les escalators… 
Ce n'est pas comme si j'avais avisé mes contacts FB en mars 2020 🤷🏻‍♂️🥳
Je ne connaissais pas encore Trump, je me suis planté sur ""huawei"", mais pour le reste, j'étais juste. 🤪",0,0,1,0,[],12/20/2021 17:40,12/20/2021,17:40:50,Iss ,,neutral,Iss ,60.4632242,22.3028916
ale_cos_tru,616,Iss 🛰🤪,1580630348735852544,1580630348735852544,"@benoitm_mtl Ce n'est pas comme si j'avais avisé mes contacts FB en mars 2020 🤷🏻‍♂️🥳
Je ne connaissais pas encore Trump, je me suis planté sur ""huawei"", mais pour le reste, j'étais juste. 🤪 https://t.co/ezsa05wEmO",0,1,4,0,[],12/20/2021 17:40,12/20/2021,17:40:50,Iss ,,neutral,Iss ,60.4632242,22.3028916
ale_cos_tru,616,Iss 🛰🤪,1578108628459933696,1578108628459933696,"17.3.20
J'avais fait ces posts.🙏🏼
Je m'étais trompé sur le point n°1, je n'étais pas encore au courant que huawei espionnait via ses puces 5G, et j'avais cette mauvaise image de Trump que les mérdias lui ont fait…😤
Il s'avère que le virus était ciblé👀🎬
https://t.co/CpdMz9x7cM https://t.co/jw1QnnH5vK",0,0,0,0,[],12/20/2021 17:40,12/20/2021,17:40:50,Iss ,,neutral,Iss ,60.4632242,22.3028916
ale_cos_tru,616,Iss 🛰🤪,1578108562689077248,1578108562689077248,"@zoomabus 17.3.20
J'avais fait ces posts.🙏🏼
Je m'étais trompé sur le point n°1, je n'étais pas encore au courant que huawei espionnait via ses puces 5G, et j'avais cette mauvaise image de Trump que les mérdias lui ont fait…😤
Il s'avère que le virus était ciblé👀🎬
https://t.co/CpdMz9x7cM https://t.co/GPNaXX0vZv",1,0,0,0,[],12/20/2021 17:40,12/20/2021,17:40:50,Iss ,,neutral,Iss ,60.4632242,22.3028916
DavidLiptonWI,320,"Saginaw County, Michigan",1569493374008426497,1569493374008426497,"@blob_watcher @PAstynome now that the Trump admin has been allowed to roam free, everyone is trying to take credit for the Huawei Entity List action at various conferences and events",0,0,1,0,[],12/29/2021 21:04,12/29/2021,21:04:30,"Saginaw County, Michigan",blobwatcher PAstynome Trump admin roam credit Huawei Entity List action conferences events,positive,"Saginaw County, Michigan",43.3326882,-84.0468403
Glaseado6,1506,,1587100748982231040,1587100748982231040,"Si tienen la posibilidad de comprar un celular Huawei desaprovechenla.
Se cargaron todo desde que Trump quito la plataforma google.
Mi celular vive desactualizado, una porquería!",0,0,0,0,[],1/4/2022 22:35,1/4/2022,22:35:33,Unknown,,neutral,Unknown,22.8503716,80.6884128
travel_4s,182,,1596298791535382528,1596298791535382528,"@elonmusk @Liz_Wheeler Huawei has its own app store, maybe to cooperate with them on new phone model... Name of the phone Tesla Trump Z 😂😂😂",0,0,0,0,[],1/8/2022 15:55,1/8/2022,15:55:10,Unknown,elonmusk LizWheeler Huawei app store phone model phone Tesla Trump Z,positive,Unknown,22.8503716,80.6884128
Barbrabee9,1099,,1584622424334532608,1584622424334532608,"@jsolomonReports You mean Huawei, the company Trump warned about??? Everything Trump warned against has turned out to be true!!!",1,0,5,0,[],1/8/2022 18:26,1/8/2022,18:26:06,Unknown,jsolomonReports Huawei company Trump Trump,positive,Unknown,22.8503716,80.6884128
andluca29,0,,1576740796321378305,1576740796321378305,"@9NewsAUS @Fi_Willan I received a text too, a week later and until now there is no Optus statement to cover the passport renewal, etc. They made 2 bil profit and fine is 2mil?LNP bannef Huawei at Trump's order for national security and yet impose no rules for our privacy.
Moving to Telstra.",0,1,3,0,[],1/9/2022 7:02,1/9/2022,7:02:08,Unknown,NewsAUS FiWillan text week later Optus statement passport renewal profit milLNP bannef Huawei Trumps order security rules privacy Moving Telstra,positive,Unknown,22.8503716,80.6884128
JohnnyManuel_89,95,"Satu Mare, România",1567867252216561665,1567867252216561665,@UniverseIce Why did you cry to Trump to ban Huawei?Cuz they surpassed Samsung and put them to shame with every year's release?😂,0,0,1,0,[],1/10/2022 20:02,1/10/2022,20:02:23,"Satu Mare, Romnia",UniverseIce cry Trump ban HuaweiCuz Samsung shame years,neutral,"Satu Mare, Romnia",39.25428,21.49772
Bilanciaolibra,1,,1589765888487481344,1589765888487481344,"@Giorgiolaporta Trump tutta la vita, gli atteggiamenti che ha avuto hanno sempre impedito guerre tra i paesi.
Ha messo in ginocchio un colosso come Huawei senza batter ciglio.",0,0,0,0,[],1/21/2022 22:32,1/21/2022,22:32:54,Unknown,,neutral,Unknown,22.8503716,80.6884128
jankuypers759,177,,1596556553746010113,1596556553746010113,De USA heeft een handelsverbod ingesteld voor sommige technologische producten van het Chinese Huawei (Trump). En dan het grote probleem : Taiwan. Voor China een eigen (afvallige) provincie Formosa. Er zijn wel degelijk gesprekken hierover met de EU en de USA.,1,0,0,0,[],1/22/2022 16:59,1/22/2022,16:59:42,Unknown,,neutral,Unknown,22.8503716,80.6884128
BobCoop10149793,802,,1584613222992470016,1584613222992470016,@MeidasTouch The Big Tease. Had Dems coast to coast thinking they were charging Trump sitting breathlessly before their TVs. 2 PRCs trying to get info about Huawei investigation. No big network coverage. Afraid of 10%.,0,0,0,0,[],2/4/2022 21:26,2/4/2022,21:26:41,Unknown,MeidasTouch Big Tease Dems coast coast thinking Trump TVs PRCs info Huawei investigation network coverage Afraid,negative,Unknown,22.8503716,80.6884128
eliseo1183,22980,"Baywood, NY",1596516574172962816,1596516574172962816,"Good morning today is Saturday November 26th 2022 China still helped biden steal the election tictok,Huawei, ZTE all spy on us president Trump was right again and he still won 🏆 https://t.co/Xd5PEiRrM5",0,1,4,0,[],2/5/2022 6:40,2/5/2022,6:40:00,"Baywood, NY",morning today Saturday November China biden election ZTE spy president Trump,positive,"Baywood, NY",40.7500985,-73.2912293
MacMungyIntel,50,,1565634375160668161,1565634375160668161,"and depth in data.

America - during Trumps tenure - recognized how sensitive the race for 5G was, and it's consequences in the fields of business and security.

China (Huawei in this space) having foothold and headstart in market - would've seen unprecedented mapping of U.S ...",1,0,0,0,[],2/8/2022 11:23,2/8/2022,11:23:52,Unknown,depth data America Trumps tenure race G business security China Huawei space foothold headstart market mapping,positive,Unknown,22.8503716,80.6884128
MacMungyIntel,50,,1565623735792635904,1565623735792635904,"America - during Trumps tenure - recognized how sensitive the race for 5g was, and it's consequences in the fields of business and security.

China (Huawei in this space) having foothold and headstart in market, would've seen unprecedented mapping of U.S data at the mercy of ...",1,0,0,0,[],2/8/2022 11:23,2/8/2022,11:23:52,Unknown,America Trumps tenure race g consequences business security China Huawei space foothold headstart market mapping data mercy,positive,Unknown,22.8503716,80.6884128
MarkEva89148628,151,,1592764830620213248,1592764830620213248,"@SameeraKhan Who started the trade war who started the tech war against Huawei,, trump's on national security review lists china as a revanchist power,you fail to realize if there is sth that unites all levers of American power right now from the hard right to the far left it is anti china,",2,0,4,0,[],2/9/2022 19:02,2/9/2022,19:02:53,Unknown,SameeraKhan trade war tech war Huawei security review china revanchist poweryou sth levers American power anti china,neutral,Unknown,22.8503716,80.6884128
BJeffreySussma1,33,,1584701114259505152,1584701114259505152,"Chinese spy duo charged in Huawei case as US condemns ‘egregious’ interference -
 oh so Garland only has zero tolerance for Chinese who are above the law as compared to Americans like Trump and Graham and Eastman and Rojoe -What a joke! https://t.co/54kt7Zs88q",0,0,0,0,[],2/16/2022 23:05,2/16/2022,23:05:21,Unknown,Chinese spy duo Huawei case interference Garland tolerance Chinese law Americans Trump Graham Eastman Rojoe joke httpstcoktZsq,neutral,Unknown,22.8503716,80.6884128
DovRFC,0,Scotland ,1570308772341645313,1570308772341645313,@98_ashirbad @UniverseIce Plenty people are. Huawei were splitting 1st and 2nd place until Donald Trump spoilt it and Xiaomi are already catching up to that in their absence. The other Chinese brands are doing well too,0,0,7,0,[],2/17/2022 18:45,2/17/2022,18:45:14,Scotland ,ashirbad UniverseIce Plenty people Huawei splitting st nd place Donald Trump spoilt Xiaomi absence Chinese brands,neutral,Scotland ,56.7861112,-4.1140518
R1Mandalorian,172,,1588034981665832960,1588034981665832960,"#Proof of the #news regarding China have secret police abroad !
This is national Security &amp; worse than #Huawei #TikTok #G5 &amp; #Apple (Apple https://t.co/HkmiYDXTL6 China parts)
Remeber #Trump #Wuhan #China look instead #Ukraine #Shpyl_Chyna #Livivska
81222
https://t.co/WLcyJ07bsW",2,1,0,0,"['Proof', 'news', 'Huawei', 'TikTok', 'G5', 'Apple', 'Trump', 'Wuhan', 'China', 'Ukraine', 'Shpyl_Chyna', 'Livivska']",2/18/2022 14:45,2/18/2022,14:45:24,Unknown,news China police national Security amp Huawei TikTok G amp Apple Apple httpstcoHkmiYDXTL China parts Remeber Trump Wuhan China Ukraine ShpylChyna Livivska,negative,Unknown,22.8503716,80.6884128
anotatta1,30,,1581704598720778240,1581704598720778240,@philippilk Then you clearly stated it is not just about economy. History shows that then the largest handset maker business (Huawei) got decimated by Trump just by blocking chip sale.,1,0,0,0,[],2/19/2022 2:44,2/19/2022,2:44:16,Unknown,philippilk economy History handset maker business Huawei Trump chip sale,positive,Unknown,22.8503716,80.6884128
karma_shopping,26599,Worldwide,1754051664452170169,1754051664452170169,Don't overpay on Amazon again! You're welcome.,4207,2155,4440,162,[],2/24/2022 9:12,2/24/2022,9:12:05,Worldwide,,positive,Worldwide,53.5120412,-2.2434612
karma_shopping,26599,Worldwide,1764570098386477291,1764570098386477291,Don't overpay on Amazon ever again! This Amazon shopping hack is like Prime Day on steroids.,4,3,1,1,[],2/24/2022 9:12,2/24/2022,9:12:05,Worldwide,Amazon Amazon shopping hack Prime Day steroids,neutral,Worldwide,53.5120412,-2.2434612
karma_shopping,26599,Worldwide,1764569972544770058,1764569972544770058,Don't overpay on Amazon ever again! This Amazon shopping hack is like Prime Day on steroids.,1,1,0,0,[],2/24/2022 9:12,2/24/2022,9:12:05,Worldwide,Amazon Amazon shopping hack Prime Day steroids,neutral,Worldwide,53.5120412,-2.2434612
karma_shopping,26599,Worldwide,1764569972599087504,1764569972599087504,Don't overpay on Amazon ever again! This Amazon shopping hack is like Prime Day on steroids.,6,4,4,0,[],2/24/2022 9:12,2/24/2022,9:12:05,Worldwide,Amazon Amazon shopping hack Prime Day steroids,neutral,Worldwide,53.5120412,-2.2434612
karma_shopping,26599,Worldwide,1764570098554253805,1764570098554253805,Don't overpay on Amazon ever again! This Amazon shopping hack is like Prime Day on steroids.,1,0,0,0,[],2/24/2022 9:12,2/24/2022,9:12:05,Worldwide,Amazon Amazon shopping hack Prime Day steroids,neutral,Worldwide,53.5120412,-2.2434612
karma_shopping,26599,Worldwide,1764569972574138686,1764569972574138686,Don't overpay on Amazon ever again! This Amazon shopping hack is like Prime Day on steroids.,2,0,1,0,[],2/24/2022 9:12,2/24/2022,9:12:05,Worldwide,Amazon Amazon shopping hack Prime Day steroids,neutral,Worldwide,53.5120412,-2.2434612
karma_shopping,26599,Worldwide,1761678419681849548,1761678419681849548,"Prime members have access to a lot of great deals, but some of the best ones are hidden. Here's how to find them.",882,278,1000,43,[],2/24/2022 9:12,2/24/2022,9:12:05,Worldwide,,positive,Worldwide,53.5120412,-2.2434612
karma_shopping,26599,Worldwide,1760289517917859954,1760289517917859954,"You are probably overpaying online if you don't use Karma. Karma is an all-in-one app that scours the web for the hottest deals and coupons while automatically applying them at checkout in over 100k stores, such as Amazon, Walmart, Booking, BestBuy, eBay and more.",230,53,279,0,[],2/24/2022 9:12,2/24/2022,9:12:05,Worldwide,Karma Karma app scours web deals coupons checkout k stores Amazon Walmart Booking BestBuy eBay,positive,Worldwide,53.5120412,-2.2434612
karma_shopping,26599,Worldwide,1764569972607680837,1764569972607680837,Don't overpay on Amazon ever again! This Amazon shopping hack is like Prime Day on steroids.,0,0,0,0,[],2/24/2022 9:12,2/24/2022,9:12:05,Worldwide,Amazon Amazon shopping hack Prime Day steroids,neutral,Worldwide,53.5120412,-2.2434612
karma_shopping,26599,Worldwide,1764569972477436334,1764569972477436334,Don't overpay on Amazon ever again! This Amazon shopping hack is like Prime Day on steroids.,2,0,0,1,[],2/24/2022 9:12,2/24/2022,9:12:05,Worldwide,Amazon Amazon shopping hack Prime Day steroids,neutral,Worldwide,53.5120412,-2.2434612
karma_shopping,26599,Worldwide,1747908122256003520,1747908122256003520,Don't overpay on Amazon ever again! This Amazon shopping hack is like Prime Day on steroids.,2238,873,3064,34,[],2/24/2022 9:12,2/24/2022,9:12:05,Worldwide,Amazon Amazon shopping hack Prime Day steroids,neutral,Worldwide,53.5120412,-2.2434612
karma_shopping,26599,Worldwide,1748645542408700330,1748645542408700330,Don't overpay on Amazon again! You're welcome.,1571,983,3869,43,[],2/24/2022 9:12,2/24/2022,9:12:05,Worldwide,,positive,Worldwide,53.5120412,-2.2434612
karma_shopping,26599,Worldwide,1764570098646573360,1764570098646573360,Don't overpay on Amazon ever again! This Amazon shopping hack is like Prime Day on steroids.,1,0,0,0,[],2/24/2022 9:12,2/24/2022,9:12:05,Worldwide,Amazon Amazon shopping hack Prime Day steroids,neutral,Worldwide,53.5120412,-2.2434612
